cod_ibge,latitude,longitude,altitude,dist_cap_uf,dist_cap_fed,area_1920,area_1940,area_1950,area_1960,area_1970,area_1980,area_1985,area_1991,area_1995,area_1998,area_2000,area_2010,temp_media,temp_var,chuva_media,chuva_var
3160801,-21.5816666667,45.0758333333,971,218.768895673,709.2865218792,NA,NA,NA,NA,100,100,100,80.6,80,80.6,80.4,80.4,19.6,5.800000000000001,138.35,237.6333333334
3160900,-20.625,43.9491666667,971,77.9670055696,681.8609970226,NA,NA,NA,107,107,107,107,110.7,110,110.7,110.4,110,19.56666666665,5.0666666667000015,144.41666666665,255.56666666669997
3160959,-19.5269444444,42.0113888889,700,206.6023206182,752.605066357,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.3,61.2,60.9,NA,NA,NA,NA
3161007,-19.865,42.9683333333,577,101.7101100522,693.6160259041,2477,2412,1641,771,791,791,791,749.1,749,749.1,746.9,743.8,20.322221666700003,5.266670000000001,127.29445,226.32223333340002
3161056,-18.5911111111,41.4863888889,550,296.7976406512,752.7845133728,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.3,165.7,162.6,NA,NA,NA,NA
3161106,-15.9486111111,44.8644444444,695,450.4795031141,328.8556115288,17532,7831,8123,8141,8141,8141,8141,9725.4,5787,3309.9,3298.4,3308.1,22.747059999999998,3.462746666600001,100.73234116665,194.65291766669998
3161205,-20.71,44.9852777778,931,140.0076796029,628.3095979216,NA,NA,NA,NA,309,309,309,317.3,317,317.3,316.4,316.8,19.2833333333,4.899999999999999,145.3666666667,250.8
3161304,-19.8627777778,49.7741666667,423,611.2361447765,492.4030428422,NA,NA,NA,NA,1048,1048,1048,1132,1132,1132,1128.7,1128.9,23.8416666667,3.75,125.125,211.75
3161403,-20.7894444444,42.2675,729,199.1569301499,816.0454349865,NA,NA,NA,321,321,321,321,164.5,164,164.5,164,164.6,18.700000000000003,5.199999999999999,123.30000000000001,199.1333333334
3161502,-20.9227777778,42.8344444444,372,159.8915966885,783.6504031483,NA,NA,195,195,195,195,195,189.3,189,189.3,188.8,185.6,20.48333333335,5.766666666699997,124.28333333335,213.2333333333
3161601,-18.8361111111,42.2880555556,292,210.845751853,688.6021845306,NA,NA,NA,NA,124,124,124,154,154,154,153.5,152.3,21.4833333333,5.100000000000001,105.16666666664999,179.9333333333
3161650,-18.9,41.36,210,293.3940657198,779.0583362365,NA,NA,NA,NA,NA,NA,NA,NA,NA,280.9,280.1,281,NA,NA,NA,NA
3161700,-18.3383333333,45.8333333333,789,265.4481502884,360.5406895597,NA,NA,3271,3278,3243,3243,3243,3350.7,3350,2695.9,2687.4,2692.2,21.90128,3.5102600000000024,121.108977,226.7923126666
3161809,-19.9827777778,44.8588888889,739,96.668392427,567.7357773614,NA,NA,266,267,267,267,267,266.4,266,266.4,265.6,265.7,20.833333333349998,4.866666666700002,133.01666666665,240.9666666667
3161908,-19.8261111111,43.3622222222,627,61.1859287868,659.6174811957,NA,NA,NA,NA,374,374,374,365.7,365,365.7,364.6,363.8,19.866666666649998,4.866666666700002,141.25,255.43333333340001
3162005,-21.8922222222,45.5952777778,868,278.1690221032,719.9529753292,1117,1120,898,900,498,498,498,519.3,519,519.3,518,516.7,19.1916666667,6.150000000000002,142.625,229.04999999999998
3162104,-19.3111111111,46.0488888889,1055,231.5189953492,438.9068184823,1968,1716,1445,1159,873,873,873,856.3,856,856.3,853.8,866.1,20.9291666667,4.275000000000002,129.0333333333,226.3
3162203,-20.6413888889,46.5055555556,695,279.8517482407,558.8019215492,NA,NA,558,559,505,505,505,551.4,551,551.4,549.8,547.9,19.98333333335,5.133333333300001,132.89166666670002,225.45000000000002
3162252,-16.8530555556,44.3519444444,835,342.370691267,400.3769509637,NA,NA,NA,NA,NA,NA,NA,NA,NA,993.2,989.8,998,NA,NA,NA,NA
3162302,-21.93,45.9288888889,884,303.9510107559,712.694571566,NA,NA,NA,NA,118,118,118,120.8,120,120.8,120.5,120.5,18.666666666650002,5.933333333300002,147.5,232.79999999999998
3162401,-15.9291666667,44.0077777778,752,441.8646386579,420.4278107676,NA,NA,5249,5260,2127,2127,2127,2113.7,1855,1855.6,1849.2,1851.1,22.9333333333,3.2399999999999984,80.95666666665,156.7133333333
3162450,-14.8836111111,44.0905555556,505,557.7323538765,424.0342654401,NA,NA,NA,NA,NA,NA,NA,NA,NA,677.5,675,678.3,NA,NA,NA,NA
3162500,-21.1355555556,44.2616666667,910,138.6629920828,708.2157569696,2415,2493,2485,2151,1441,1441,1441,1467.5,1467,1467.5,1463.6,1464.3,19.26666666665,5.1466666667,139.64000000000001,246.62666666660002
3162559,-20.3936111111,42.1513888889,852,193.9573616399,796.8344605061,NA,NA,NA,NA,NA,NA,NA,NA,142,142.9,142.5,143.1,18.700000000000003,5.1333333333999995,121.4666666667,198.6
3162575,-18.7213888889,41.1602777778,0,320.6743538357,790.1071295901,NA,NA,NA,NA,NA,NA,NA,NA,139,139.8,139.4,137.9,23.083333333349998,4.366666666700002,93.21666666665,136.6333333333
3162609,-19.3386111111,42.1577777778,240,197.5226963162,728.4746141765,NA,NA,NA,NA,90,90,90,120.6,120,120.6,120.2,120.1,23.26666666665,4.866666666699999,94.1833333333,158.89999999999998
3162658,-16.5419444444,44.5161111111,675,378.9608692914,374.7118658063,NA,NA,NA,NA,NA,NA,NA,NA,NA,422.1,420.7,415.9,NA,NA,NA,NA
3162708,-15.3136111111,42.0144444444,780,549.2592269107,636.6642223774,NA,NA,3441,3448,3448,3448,3448,3046.7,3046,1928,1921.2,1925.6,21.90833333335,3.3666666666999987,65.06666666665,117.7333333333
3162807,-18.5477777778,42.7633333333,690,195.8358014925,629.291432227,760,757,883,532,532,532,532,480.3,480,480.3,478.8,478.2,19.87777666665,5.5333333333,116.62777116665,206.3666576667
3162906,-21.54,43.0105555556,370,203.627454968,822.1394085426,637,757,725,499,408,408,408,409,409,409,407.9,407.4,20.75,5.833333333399999,135.90833333335001,231.6166666667
3162922,-20.0491666667,44.2738888889,758,37.9384384,611.0304252173,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.7,72.4,71.6,NA,NA,NA,NA
3162948,-20.7180555556,46.3113888889,730,263.1401151098,572.7689767393,NA,NA,NA,NA,NA,NA,NA,NA,NA,313.4,312.5,314.3,NA,NA,NA,NA
3162955,-19.7075,43.6163888889,120,41.1294230992,631.086299151,NA,NA,NA,NA,NA,NA,NA,NA,48,48.8,48.6,47.9,20.866666666649998,4.133333333299998,139.28333333335001,253.03333333330002
3163003,-18.3244444444,42.1433333333,310,258.6047241537,677.3467782056,NA,NA,NA,NA,248,248,248,215.1,215,215.1,214.5,213.9,23.1,4.8666666666000005,92.45,156.0333333334
3163102,-19.7097222222,44.5569444444,755,68.9532900381,563.1703776412,NA,NA,NA,NA,192,192,192,205.7,205,205.7,205.1,205.5,20.75,4.5,133.6333333333,245.79999999999998
3163201,-22.3286111111,45.5263888889,851,313.5407954372,767.799385211,NA,NA,NA,98,98,98,98,89.5,89,89.5,89.3,88.8,17.983333333300003,6.300000000000001,148.71666666664999,238.36666666669998
3163300,-18.4786111111,41.3894444444,340,311.9553074205,757.3822612275,NA,NA,NA,NA,339,339,339,327.3,327,327.3,326.3,328.7,21.9833333333,4.5,95.3166666667,137.89999999999998
3163409,-19.9286111111,42.705,287,129.0759809804,719.4159247008,NA,NA,NA,212,185,185,185,185.8,185,185.8,185.2,184.5,22.5,5.266666666600003,109.53333333329999,193.2
3163508,-18.2752777778,42.6702777778,642,225.7693766221,624.4002581107,NA,NA,NA,472,472,472,472,516.3,516,346.4,345.3,345.1,20.4416666667,5.150000000000002,106.625,189.8833333334
3163607,-20.0052777778,41.7447222222,360,229.75005275,805.1954999627,NA,NA,NA,NA,64,64,64,54.6,54,54.6,54.5,54.7,21.3,5,103.28333333335,162.3666666667
3163706,-22.1163888889,45.0544444444,874,269.3877040582,764.0130590846,NA,71,51,51,51,51,51,57.2,57,57.2,57.1,58,19,6.399999999999999,140.01666666665,232.63333333330002
3163805,-20.7072222222,42.7188888889,760,154.2265560658,775.3622721651,NA,NA,NA,332,141,141,141,152.7,152,152.7,152.3,152.1,19.583333333349998,5.566666666699998,123.86666666665,209.7333333333
3163904,-21.1266666667,46.6152777778,977,309.5348881422,607.9087220583,NA,NA,269,297,297,297,297,258.5,258,258.5,257.8,260.8,19.0333333333,5,133.58333333335,225.36666666669998
3164001,-20.1702777778,42.5238888889,363,150.4784160291,751.0208328098,NA,NA,399,400,400,400,400,401.8,401,401.8,400.7,402.8,22.84166666665,5.2833333333,104.65833333329999,182.45
3164100,-18.3658333333,42.6025,473,222.1792146113,635.2104827155,NA,NA,NA,NA,346,346,346,309.7,309,309.7,308.8,308.1,21.200000000000003,5.266666666599999,104.14999999999999,183.9
3164209,-16.3686111111,45.0694444444,480,411.0067720335,312.9084053504,NA,24429,15459,15493,3978,3978,3978,4184.2,2444,2444.8,2436.5,2434,22.71944666665,3.7944466667000007,100.4583388333,193.527789
3164308,-20.2452777778,46.3658333333,818,256.4932051898,521.2676566927,NA,2573,2577,2002,2002,2002,2002,2106.7,2106,2106.7,2100.7,2098.9,19.557143333349998,4.780953333300001,135.5428733333,228.51432
3164407,-22.1591666667,45.7541666667,842,311.5551860446,742.4023430584,NA,NA,NA,NA,137,137,137,167.3,167,167.3,166.9,167.2,18.88333333335,5.966666666699998,142.66666666665,222.5333333333
3164431,-21.0722222222,42.6363888889,718,186.2260369821,809.8992707414,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.9,73.7,73.6,NA,NA,NA,NA
3164472,-19.4977777778,41.9836111111,782,210.1636643937,753.3404110194,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.4,80.2,80.6,NA,NA,NA,NA
3164506,-18.0844444444,42.5713888889,539,249.0402641646,625.209702096,NA,NA,516,517,517,517,517,520.1,520,520.1,518.5,517.8,21.31666666665,5.0333333333,100.89999999999999,178.6
3164605,-20.2755555556,45.005,780,118.3236327957,586.1173573432,NA,NA,NA,NA,388,388,388,405.2,405,405.2,404,408.1,20.1,4.9333333334,134.38333333335,235.5666666667
3164704,-20.9169444444,46.9913888889,991,337.2512856469,577.2039450049,1361,918,836,838,838,838,838,824.5,824,824.5,822.3,814.9,19.4333333333,4.400000000000002,136.63333333335,233.8333333333
3164803,-19.2919444444,43.1738888889,487,106.1555499011,637.2734816421,NA,NA,NA,NA,88,88,88,127.5,127,127.5,127.2,128,21.2,5.333333333399999,126.65,230.3666666666
3164902,-22.2183333333,44.9761111111,897,276.3206535852,777.615703893,NA,NA,NA,NA,77,77,77,92.1,92,92.1,91.9,92.2,18.3166666667,6.500000000000002,143.3,238.7333333334
3165008,-20.9130555556,44.5091666667,1103,124.9948704135,673.4685106892,NA,NA,570,571,571,571,571,575.6,575,575.6,574,572.4,18.549999999999997,4.766666666599999,158.53333333335001,279.93333333329997
3165107,-20.7844444444,47.0980555556,979,343.5568945939,560.8860216586,NA,262,288,289,289,289,289,278.4,278,278.4,277.6,277.9,19.5166666667,4.100000000000001,137.8333333333,237
3165206,-21.7222222222,44.9852777778,1291,227.3058682808,727.3811095997,NA,NA,NA,NA,398,398,398,370.4,370,370.4,369.5,369.7,17.45,5.5666666666,148.46666666665,253.7333333333
3165305,-21.7125,44.4441666667,1057,205.2520305177,752.5733700136,NA,1231,559,349,332,332,332,393.1,393,393.1,392.1,392.7,18.01666666665,5.366666666699999,143.5,247.79999999999998
3165404,-22.7477777778,45.7425,885,364.7290077435,804.8864821549,NA,303,306,307,307,307,307,285.5,285,285.5,284.8,285.1,14.85,6.266666666599999,168.30833333335,247.18333333329997
3165503,-18.7836111111,42.365,691,207.7437066996,678.696132646,NA,NA,NA,NA,144,144,144,141.9,141,141.9,141.5,141.9,19.81666666665,5.233333333299999,112.4,190.1333333334
3165537,-20.0352777778,44.1447222222,796,25.0933613179,618.636263651,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.1,61.9,62.1,NA,NA,NA,NA
3165552,-17.7255555556,42.2727777778,731,299.7493567736,640.4799149296,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,184.4,534.7,NA,NA,NA,NA
3165560,-20.1091666667,42.8394444444,301,116.8070666362,721.4159704612,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.9,176.4,176.6,NA,NA,NA,NA
3165578,-22.5872222222,46.1766666667,1505,375.7201706782,775.7935488798,NA,NA,NA,NA,NA,NA,NA,NA,151,151.6,151.2,151.1,14.8333333333,5.799999999999999,161.25,241.1666666666
3165602,-21.8005555556,42.9455555556,585,232.326723334,848.6918749171,NA,NA,NA,NA,107,107,107,98.7,98,98.7,98.4,98.3,19.5,5.799999999999997,137.78333333335,229.8333333333
3165701,-20.9119444444,43.0966666667,660,140.5243274119,763.9859883055,NA,646,617,170,170,170,170,166.6,166,166.6,166.2,166.5,20.73333333335,5.733333333300003,127.4333333333,221
3165800,-22.1644444444,46.1788888889,885,340.5511051116,730.4037762199,NA,NA,NA,NA,111,111,111,94.8,94,94.8,94.6,93.9,17.65,5.766666666599999,152.38333333335,239.5666666667
3165909,-17.9466666667,43.225,743,231.0652873441,555.7710419417,NA,NA,NA,NA,867,867,867,951.7,951,951.7,948.7,952.1,20.74444666665,4.644446666699999,100.53888883335,186.9222223333
3166006,-20.7938888889,43.3444444444,715,114.8063624863,736.9407768364,NA,NA,NA,164,164,164,164,170.3,170,170.3,169.8,170.7,19.65,5.4333333334,141.31666666665,246.9666666667
3166105,-18.8922222222,43.0841666667,591,144.9297895918,619.6496844956,NA,NA,NA,377,377,377,377,383.4,383,383.4,382.3,381.3,20.31666666665,5.4333333332999985,123.68333333334999,221.8333333333
3166204,-21.0280555556,43.5825,810,128.0646823783,740.5895960901,NA,NA,NA,236,236,236,236,237.8,237,237.8,237.1,237.8,19.083333333349998,5.166666666699999,144.60000000000002,251.33333333340002
3166303,-20.4738888889,42.4819444444,772,164.0207405253,776.1230941324,NA,NA,NA,NA,194,194,194,167.1,167,167.1,166.7,166,16.833333333349998,5.066666666699998,135.25,218.23333333340003
3166402,-21.9091666667,44.5191666667,979,228.3014887879,767.8152362001,NA,NA,NA,NA,115,115,115,114.7,114,114.7,114.4,114.8,17.4833333333,5.399999999999999,144.13333333334998,246.6333333333
3166501,-18.3619444444,43.17,700,190.5317014073,581.7102130434,NA,NA,NA,NA,132,132,132,240.6,240,240.6,239.9,218.6,19.833333333349998,5.133333333299998,118.39999999999999,215.6
3166600,-19.4377777778,45.7958333333,738,202.0439674679,463.9116823644,NA,NA,NA,NA,184,184,184,348.6,348,348.6,347.6,335.7,21.3166666667,4.5,125.76666666665,221.5333333333
3166709,-17.7825,40.2475,209,455.2807429213,848.4855181649,NA,NA,101371,NA,291,291,291,216,216,216,215.3,213.6,23.51666666665,3.9666666667,88.26666666665,79.46666666670001
3166808,-19.1113888889,46.6897222222,1203,302.4431743921,391.5592035137,NA,NA,NA,1465,1465,1465,1465,1301.7,1301,1301.7,1297.8,1295.3,21.30333333335,3.6466666667,133.98666666665,238.0133333333
3166907,-21.5480555556,46.0397222222,875,283.529276812,668.9090377689,NA,252,189,189,189,189,189,212,212,212,211.5,209.3,19.53333333335,5.733333333299999,142.01666666665,225.63333333330002
3166956,-15.8286111111,42.8713888889,621,466.8177188111,541.9886931808,NA,NA,NA,NA,NA,NA,NA,NA,NA,555,553.1,552,NA,NA,NA,NA
3167004,-21.8902777778,44.51,1031,226.0332783649,766.4310009565,NA,NA,NA,349,234,234,234,213,213,213,212.5,213.2,18.01666666665,5.366666666699999,143.5,247.79999999999998
3167103,-18.6047222222,43.3794444444,781,157.0694925611,576.2532515133,3107,1302,1993,1997,1113,1113,1113,1244.1,1244,1244.1,1240.3,1217.8,19.638886666650002,5.055553333300001,122.22778333335,222.3222333333
3167202,-19.4658333333,44.2466666667,761,59.8836898336,565.0093059327,2223,1816,518,519,519,519,519,539,539,539,537.4,537.6,20.916666666650002,3.988893333300002,134.14999999999998,245.83333333339996
3167301,-21.1588888889,43.2152777778,512,156.4141252672,776.1951866343,NA,NA,NA,NA,154,154,154,157.9,157,157.9,157.5,157.5,19.48333333335,5.4333333332999985,140.61666666665,242.8333333333
3167400,-22.0294444444,45.835,897,305.6636044061,726.1471315833,601,666,715,717,330,330,330,312.9,312,312.9,312,312.2,18.8,5.9333333334,145.6,228.7333333334
3167509,-21.9636111111,43.3119444444,472,235.353857718,839.8438851797,NA,NA,NA,NA,140,140,140,135.1,135,135.1,134.7,135.7,20.31666666665,5.833333333300001,136.76666666665,227.4666666667
3167608,-20.1238888889,42.0013888889,591,203.8603270676,790.958837097,NA,NA,851,853,498,498,498,489.3,489,489.3,487.8,486.5,19.924999999999997,5.016666666599999,110.64166666665,179.5833333333
3167707,-19.2347222222,42.0983333333,342,207.4153323974,727.833194443,NA,NA,NA,NA,163,163,163,207.6,207,207.6,207,206.8,22.96666666665,4.866666666699999,94.85000000000001,158.7666666666
3167806,-22.06,45.045,881,263.3456573396,758.7028886,NA,192,206,206,206,206,206,197.4,197,197.4,196.9,196.9,19,6.399999999999999,140.01666666665,232.63333333330002
3167905,-21.3588888889,43.2477777778,459,174.7006808523,790.9788825202,NA,NA,NA,189,189,189,189,212,212,212,211.4,211.1,20.9,5.733333333400001,139.64999999999998,240.16666666659998
3168002,-15.8077777778,42.2330555556,821,489.7810156489,610.393320582,NA,NA,NA,1337,1337,1337,1337,1693.4,1693,1198.4,1194.2,1194.5,21.7166666667,3.5222199999999972,70.94444983335,128.0222336667
3168051,-19.7586111111,41.6155555556,233,243.9307484764,801.4306380139,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.4,190.8,193.1,NA,NA,NA,NA
3168101,-19.9222222222,46.8230555556,1091,302.0976766234,473.261470716,NA,NA,NA,NA,1174,1174,1174,1183.7,1183,1183.7,1180.2,1179.2,19.238889999999998,3.744440000000001,141.26666666670002,232.4
3168200,-19.8877777778,46.0202777778,673,218.098589426,497.7012450892,NA,NA,NA,379,379,379,379,413.7,413,413.7,412.5,407.9,20.25,5.166666666600001,129.95,220.5
3168309,-19.6697222222,43.6872222222,742,38.2372532268,622.7972870748,NA,NA,NA,NA,329,329,329,330.3,330,330.3,329.3,329.2,20.96666666665,4.4666666667,138.71666666665,253.5666666667
3168408,-19.2808333333,42.0066666667,284,214.6286722159,738.7308627518,NA,2462,1183,1186,671,671,671,732.9,732,732.9,730.7,731.8,22.5916666667,4.850000000000001,96.20833333335,159.51666666670002
3168507,-20.6511111111,42.8566666667,648,138.890704188,760.7181932084,NA,282,294,295,139,139,139,167,167,167,166.5,166.7,20.616666666649998,5.633333333299998,121.88333333335001,211.1666666667
3168606,-17.8575,41.5052777778,334,343.3007005553,722.3702018529,33520,6620,4734,4744,4212,4212,4212,4009.9,4009,3253.4,3242.9,3242.3,22.79524,4.357140000000001,86.3523933333,120.33336000000001
3168705,-19.5825,42.6444444444,333,140.6391809223,701.1372998678,NA,NA,NA,NA,179,179,179,145.6,145,145.6,145.2,144.4,23.166666666650002,4.933333333300002,99.08333333335,169.8333333333
3168804,-21.1102777778,44.1780555556,927,134.0501863295,710.7772898127,428,202,83,83,83,83,83,86.3,86,83.4,83.2,83,19.5,5.200000000000003,134.73333333335,239.0666666667
3168903,-19.0038888889,45.9644444444,1037,235.7730575352,413.4570937564,NA,5682,2172,2177,2177,2177,2177,2099.6,2099,2099.6,2093.1,2091.8,21.469445,3.7500033334000022,126.25833883335001,228.7611223333
3169000,-21.175,43.0177777778,363,168.7745524524,791.0705269437,NA,NA,182,182,182,182,182,174.5,174,174.5,174,173.9,20.25,5.700000000000003,132.7166666667,228.7
3169059,-22.3705555556,46.0955555556,1059,351.8598113268,754.6778446609,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.2,114.9,114.7,NA,NA,NA,NA
3169109,-22.7430555556,46.3719444444,1128,401.7679836278,788.0251404538,NA,NA,NA,127,127,127,127,136.4,136,136.4,136,136.8,16.68333333335,5.766666666700001,147.86666666665,217.6666666667
3169208,-20.9047222222,42.0227777778,273,227.6338388013,843.589877118,NA,404,336,337,237,237,237,284.1,284,284.1,283.4,285.1,21.15,5.4333333334,112.6,180.8
3169307,-21.6969444444,45.2533333333,864,239.63831057230001,713.2083925154,554,807,824,826,826,826,826,828.1,828,828.1,825.9,828,19.26666666665,6.0666666667000015,137.35000166665,235.2999966667
3169356,-18.2063888889,45.2416666667,538,234.2046013404,392.5187758767,NA,NA,NA,NA,2673,2673,2673,2683.6,2683,2683.6,2675.2,2678.3,22.109525,4.2095233334,114.85237383335,215.7999856667
3169406,-21.3666666667,45.5125,885,229.2553949471,668.9864259821,654,999,871,873,663,663,663,691.3,691,691.3,689.4,689.8,19.7166666667,5.899999999999999,136.3833333333,221
3169505,-18.9791666667,41.6452777778,138,262.3355277213,755.9341211547,NA,NA,531,532,532,532,532,498.2,498,498.2,496.7,500.1,23.8833333333,4.599999999999998,91.3,148.66666666659998
3169604,-18.5922222222,48.705,865,522.3299939595,322.0093567755,1031,2119,1991,1995,1995,1995,1995,2137.9,1836,1836.6,1830.9,1824,22.441665,3.827776666600002,121.34444466665,224.6111106667
3169703,-17.2855555556,42.73,718,318.333380448,579.5486375425,NA,NA,1681,1685,1685,1685,1685,1771.3,1771,1134,1130.3,1153.1,21.894444999999997,4.499996666600001,89.75833333329999,164.75
3169802,-21.8755555556,45.7869444444,840,289.5771337608,711.5549461022,2854,NA,NA,NA,228,228,228,221.9,221,221.9,221.3,221,19.45,6.100000000000001,142.4,226.2
3169901,-21.12,42.9427777778,338,168.5129634665,791.7872402235,1212,838,619,620,479,479,479,408.8,408,408.8,407.7,407.5,21.16666833335,5.822223333300002,126.63888333335,218.1444333333
3170008,-16.2852777778,44.7780555556,589,412.107165258,341.903905411,NA,NA,NA,NA,1455,1455,1455,1428.1,1428,823.7,820.9,820.5,22.5000016667,3.9333300000000015,99.3000056667,187.311122
3170057,-19.6352777778,42.1055555556,505,194.5967021494,750.8833768771,NA,NA,NA,NA,NA,NA,NA,NA,191,191.4,190.9,189,20.916666666650002,5.166666666699999,103.71666666665,172.03333333330002
3170107,-19.7483333333,47.9319444444,801,418.8654685883,439.2433709512,7254,4975,4960,4524,4524,4524,4524,4634.4,4634,4529.7,4516.3,4524,21.746875,3.947916666600001,133.66875,238.7125
3170206,-18.9186111111,48.2772222222,863,469.0786232952,349.3536508139,3633,4218,4031,4040,4040,4040,4040,4115.9,4115,4115.9,4103.4,4115.2,21.913635,4.069696666599999,124.61212383335001,230.5878856667
3170305,-17.2558333333,40.5727777778,238,461.7061046399,802.2257788438,NA,NA,NA,NA,426,426,426,368.5,368,368.5,367.2,405.8,23.64166666665,4.016666666699997,84.6,86.60000000000001
3170404,-16.3575,46.9061111111,575,504.2112600313,126.8246806881,NA,NA,18815,18856,9749,9749,9749,10119.9,10119,8492,8463.2,8447.1,21.890555,3.0366633334,129.44777283335,243.83998766669998
3170438,-19.5302777778,50.3358333333,521,672.1101280936,487.3399557128,NA,NA,NA,NA,NA,NA,NA,NA,NA,1164,1160.5,1147.4,NA,NA,NA,NA
3170479,-16.0641666667,46.2541666667,530,492.3442349149,182.1588942056,NA,NA,NA,NA,NA,NA,NA,NA,NA,592.6,590.6,598.5,NA,NA,NA,NA
3170503,-20.3508333333,42.7394444444,437,134.0376468609,746.9434766128,NA,NA,NA,NA,135,135,135,139.6,139,139.6,139.2,138.8,22.1,5.466666666600002,112.55,197.29999999999998
3170529,-16.1325,45.7422222222,498,460.7872791517,237.4295669991,NA,NA,NA,NA,NA,NA,NA,NA,3319,2082.8,2075.6,2076.9,22.718181666649997,3.5272766667000006,106.6257561667,206.542421
3170578,-19.6083333333,42.2983333333,250,175.2717586637,732.4550220136,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,116.6,116.7,NA,NA,NA,NA
3170602,-20.3266666667,46.3661111111,768,257.8733490582,529.7978404376,NA,NA,NA,580,580,580,580,410.3,410,410.3,409.1,409.9,19.1,4.9333333334,135.58333333335,228.1666666667
3170651,-15.4027777778,42.3075,800,529.1266308335,604.4444992117,NA,NA,NA,NA,NA,NA,NA,NA,NA,493.9,492.2,491.5,NA,NA,NA,NA
3170701,-21.5513888889,45.4302777778,916,238.2350903108,691.1494130046,881,383,425,426,421,421,421,396.6,396,396.6,395.6,395.4,19.56666666665,6.0666666667000015,136.56666666665,226.2666666667
3170750,-18.3777777778,46.0316666667,900,278.746742313,351.4174801588,NA,NA,NA,NA,NA,NA,NA,NA,NA,654.8,652.8,651.6,NA,NA,NA,NA
3170800,-17.5980555556,44.7308333333,515,270.3680707316,396.1262668757,NA,NA,NA,2476,2476,2476,2476,2202.9,2202,2202.9,2195.7,2220.3,22.195238333349998,4.342856666699998,96.96666450000001,184.0571376666
3170909,-15.7013888889,44.0275,483,467.1045013092,418.3133675185,NA,NA,NA,NA,2388,2388,2388,1988,1988,792.8,790.1,815,23.226190000000003,2.957139999999999,76.05237916669999,146.847615
3171006,-17.9869444444,46.9077777778,680,379.0503590369,267.4451899221,NA,NA,NA,4536,2181,2181,2181,1913,1913,1913,1906.9,1913.4,22.36666666665,3.2833333333,132.975,249.7
3171030,-15.5891666667,43.6027777778,480,480.7402446831,464.3494672971,NA,NA,NA,NA,NA,NA,NA,NA,NA,1470.7,1465.6,1570.6,NA,NA,NA,NA
3171071,-17.3994444444,42.7355555556,832,306.5644174838,582.5786454117,NA,NA,NA,NA,NA,NA,NA,NA,NA,637.4,635.3,631.7,NA,NA,NA,NA
3171105,-19.6633333333,48.3083333333,674,458.8684718327,431.7058067107,NA,888,1162,1164,1164,1164,1164,1031.6,1031,1031.6,1028.6,1031.8,22.34583333335,4.0583333332999985,129.67916666669998,231.17499999999998
3171154,-20.0361111111,42.2669444444,640,175.3438053901,762.8879492894,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.4,114.1,115.2,NA,NA,NA,NA
3171204,-19.6919444444,43.9233333333,693,25.3839886772,606.6834326398,NA,NA,116,116,116,116,116,119.1,70,70.3,70.1,71.2,21.266666666699997,4.199999999999999,139.7333333333,254.6
3171303,-20.7538888889,42.8819444444,648,143.7449266957,766.8521656012,2139,838,736,406,279,279,279,300.2,300,300.2,299.4,299.4,20.016666666699997,5.699999999999999,123.94999999999999,212.3666666666
3171402,-20.8658333333,42.2436111111,718,205.481132673,823.5615226339,NA,NA,NA,121,121,121,121,112.5,112,112.5,112.2,112.7,19.4,5.333333333400002,122.05,197.2333333334
3171501,-18.5647222222,41.9144444444,210,260.3706182035,710.33518043,NA,NA,NA,NA,162,162,162,171.4,171,171.4,170.9,172.3,23.450000000000003,4.699999999999999,92.03333333329999,152.8
3171600,-16.8044444444,42.3430555556,385,383.9176057501,607.7857501716,NA,NA,1453,605,605,605,605,874.8,874,874.8,871.9,868.9,23.05000166665,4.055556666699999,80.3499945,145.722211
3171709,-22.3333333333,45.0916666667,945,292.7782273968,784.5498036991,292,333,293,294,294,294,294,327.3,327,327.3,326.4,326.5,16.68333333335,6.233333333300001,153.3,252.4666666666
3171808,-18.8227777778,42.7038888889,750,177.706848253,649.7081568104,NA,1483,1276,1332,442,442,442,415.1,415,415.1,413.8,439.9,19.65,5.5,118.95,208.0333333334
3171907,-18.4758333333,42.3066666667,444,234.5501194841,668.6608687098,NA,NA,653,641,227,227,227,282.4,282,282.4,281.5,281,21.5333333333,5.200000000000003,103,178.60000000000002
3172004,-21.0102777778,42.8405555556,352,166.2965786905,790.1837611165,1015,706,531,276,276,276,276,241.2,241,241.2,240.5,243.4,20.48333333335,5.766666666699997,124.28333333335,213.2333333333
3172103,-21.7705555556,42.5388888889,209,251.2765788851,873.3924691042,NA,353,336,234,234,234,234,209.4,209,209.4,208.8,208.1,21.98333333335,5.833333333299997,119.88333333335,196.4333333333
