cod_ibge,latitude,longitude,altitude,dist_cap_uf,dist_cap_fed,area_1920,area_1940,area_1950,area_1960,area_1970,area_1980,area_1985,area_1991,area_1995,area_1998,area_2000,area_2010,temp_media,temp_var,chuva_media,chuva_var
1200013,-9.8277777778,66.8833333333,25,102.9251234313,2160.6434880501,NA,NA,NA,NA,NA,NA,NA,NA,1609,1609.7,1603.2,1807.9,26.0944433333,1.1999999999999993,148.2611166667,234.08889999999997
1200054,-10.9413888889,69.5669444444,239,220.08212212,2404.3129271816,NA,NA,NA,NA,NA,3991,3991,2884.2,2884,2884.2,2872.7,4974.2,24.419696666649997,2.433333333300002,160.3060683333,205.35153000000003
1200104,-11.0161111111,68.7480555556,172,154.3197505133,2315.6798454686,NA,10235,6232,6232,6232,3885,3885,4722.8,4356,4356.4,4338.9,3916.5,24.822225,2.1288899999999984,143.9400033333,215.08446
1200138,-9.8305555556,67.9522222222,50,22.3066472412,2271.3511193913,NA,NA,NA,NA,NA,NA,NA,NA,3397,3397.9,3426.2,3034.8,25.09074,1.7074066666000007,152.98149333335,238.91854666669997
1200179,-10.5727777778,67.6755555556,40,67.7712977044,2216.8410537446,NA,NA,NA,NA,NA,NA,NA,NA,1724,1724,1717,1702.6,25.92666666665,1.4533333333000016,152.12333333335,234.12666666669998
1200203,-7.6311111111,72.67,182,594.218553955,2843.9161412869,40800,29770,31312,31312,31312,24401,24401,22306,7881,7881.5,7848.4,8779.2,25.1652783333,0.98611,157.1117883333,166.20969
1200252,-11.0288888889,68.7413888889,0,154.894873548,2314.597394292,NA,NA,NA,NA,NA,NA,NA,NA,1659,1659.3,1652.6,1654.8,25.65833333335,1.6611133333000012,152.58889,231.1555533334
1200302,-8.1641666667,70.3536111111,153,343.953899615,2583.5852250649,NA,16218,19632,19632,19632,19632,19632,22721.6,22721,22721.6,22627.7,27974.6,25.22058833335,1.5892166667000005,167.29312666665,218.1519466667
1200328,-9.4341666667,71.8838888889,278,451.0543145523,2695.8013318637,NA,NA,NA,NA,NA,NA,NA,NA,6695,6695.5,6668,5357.3,25.0596466667,1.5193000000000012,167.38770999999997,201.79997999999998
1200336,-7.6141666667,72.8958333333,195,617.4732602806,2867.9467370862,NA,NA,NA,NA,NA,6911,6911,7380.2,4692,4692.2,4673.9,5453,25.409998333350003,0.8555566667000001,172.93332833335,161.8355433333
1200344,-8.8388888889,69.2597222222,162,202.8244436618,2444.0513853177,NA,NA,NA,NA,NA,21055,21055,15526.9,9477,9477.2,9438.3,10634.5,24.84655166665,1.9321833332999994,161.31955166665,230.4482966667
1200351,-8.9411111111,72.7916666667,190,558.9066595187,2807.8284663569,NA,NA,NA,NA,NA,NA,NA,NA,7700,7700.6,7668.9,8191.7,25.26527833335,1.3805566667000022,164.10208166665,187.0875033333
1200385,-10.3352777778,67.1855555556,136,79.2065431137,2173.6863417233,NA,NA,NA,NA,NA,2972,2972,3167.1,2055,2055.6,2047.3,1943.2,26.055555,1.3111100000000029,148.88888333334998,233.5444333333
1200393,-8.2686111111,72.7438888889,195,574.2492280617,2827.0602240438,NA,NA,NA,NA,NA,NA,NA,NA,6093,6093.4,6068,6443.9,25.252499999999998,1.1350000000000016,158.43416666665,175.5216666667
1200401,-9.9747222222,67.81,153,0,2251.3880027881,24408,34339,19427,19427,19427,14294,14294,16912.9,NA,9962.4,9877.2,8835.7,25.403570000000002,1.6809533334000015,152.75001,235.77144666659999
1200427,-7.7416666667,72.6361111111,0,585.5333208606,2836.0466564952,NA,NA,NA,NA,NA,NA,NA,NA,3318,3318.5,3304.5,3077,25.2683333333,0.8900000000000006,161.5066666667,160.2
1200435,-9.4327777778,70.4933333333,25,300.5123011807,2550.2723301716,NA,NA,NA,NA,NA,NA,NA,NA,6049,6049.7,6024.9,6145.6,25.04607666665,1.8176466667,163.90784666669998,224.07843999999997
1200450,-10.1522222222,67.7391666667,201,21.1129390368,2237.7513431009,NA,NA,NA,NA,NA,2161,2161,2304.6,1806,1806.4,1799.1,2321.5,25.9533333333,1.360000000000003,150.23666666665,233.7133333333
1200500,-9.0655555556,68.6569444444,150,136.9681182267,2373.0042125858,36003,29453,45750,45750,45750,23051,23051,25296.7,25296,25296.7,25193.8,23751.3,24.76104,2.0545466666000003,155.72858000000002,231.38097333340002
1200609,-8.1613888889,70.7655555556,168,381.8503993049,2626.1524267794,25605,19141,22099,22099,22099,22099,22099,22816,16120,16120.5,16053.1,20171,25.4977766667,1.20148,167.32519666665002,201.2652066667
1200708,-10.6516666667,68.5044444444,150,106.7376123993,2301.2207565926,21211,8871,8137,8137,8137,8137,8137,7110.9,4723,4723.6,4704.6,5347.3,25.54743333335,1.6692266666999984,154.49743166665002,233.6564033333
1200807,-9.5883333333,67.5325,145,52.4735518588,2236.7988430002,NA,NA,NA,NA,NA,NA,NA,NA,2923,2923,2913.6,2604.7,25.516666666699997,1.4777799999999992,150.5925933333,233.28148
2700102,-9.2608333333,37.9361111111,570,245.8090985586,1303.8444197194,1292.6,1588,1208,684,684,684,684,719.4,456,456.6,454.7,454.6,24.6166666667,4.099999999999998,72.23333333335,-47.733333333299996
2700201,-9.6844444444,36.3041666667,153,62.4699788771,1431.3724107189,1115.87,1477,897,769,273,273,273,190.3,190,190.3,189.5,189.5,24.68333333335,3.4333333332999985,110.13333333335001,-130.5333333333
2700300,-9.7525,36.6611111111,264,102.0519916733,1393.5368702164,NA,558,545,588,614,614,350,367.5,367,367.5,366,356.2,24.4333333333,4,74.88333333335,-90.1666666667
2700409,-9.5019444444,36.0227777778,54,36.3970349176,1468.2478853496,680.78,545,383,517,533,533,533,534.3,534,534.2,532,528.8,24.45,3.1000000000000014,123.01666666665001,-145.5666666667
2700508,-9.4047222222,35.5072222222,10,38.2238418033,1523.0042354035,NA,NA,NA,129,187,187,187,231.7,138,138.6,138,138.4,24.48333333335,2.4333333332999985,143.88333333334998,-157.7666666667
2700607,-9.84,35.9077777778,2,27.0067234972,1461.313840858,NA,NA,NA,NA,55,55,55,76.9,76,76.9,76.6,76.6,25,2.799999999999997,154.58333333335,-178.0333333333
2700706,-9.6777777778,37.1247222222,120,152.4999687656,1353.7971868856,NA,NA,938,442,408,408,408,322.5,322,322.5,321.2,320.9,25.05,4.5,56.05,-47.0333333334
2700805,-9.5711111111,36.4922222222,311,83.7471144521,1419.6538687939,NA,NA,NA,NA,54,54,54,48.4,48,48.4,48.2,48.6,23.549999999999997,3.766666666599999,110.25,-135.6333333334
2700904,-9.8283333333,37.28,30,170.4487341387,1330.59223302,858.98,NA,NA,344,283,283,283,334.8,334,334.8,333.4,334.1,25.15,4.5666666666,49.26666666665,-40.1333333333
2701001,-9.6413888889,36.2202777778,132,53.3011759608,1441.7467519666,NA,NA,NA,153,266,266,266,187.4,187,187.4,186.6,186.5,24.3166666667,3.5,113.86666666665,-135.8666666667
2701100,-9.2455555556,36.0152777778,100,55.7352781832,1483.1438922806,NA,NA,NA,NA,155,155,155,191.2,191,191.8,191,166.3,23.833333333299997,3.1999999999999993,118.68333333334999,-148.8333333333
2701209,-9.4002777778,36.9902777778,270,140.8904494508,1382.4456054359,NA,NA,NA,328,328,328,328,318.4,273,273.9,272.8,273,24.366666666649998,4.333333333300001,58.9333333333,-49.599999999999994
2701308,-9.3966666667,36.1536111111,102,54.7363998992,1461.5597817998,NA,NA,NA,83,105,105,105,136.7,136,124.8,124.3,124.3,23.65,3.4333333334000002,122.48333333335,-143.1666666667
2701357,-8.8458333333,35.5680555556,0,92.5382370368,1548.1002179472,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5,55.2,66.4,NA,NA,NA,NA
2701407,-9.7819444444,36.3508333333,176,68.7580415473,1421.6265533225,NA,NA,NA,160,268,268,268,296.3,296,296.3,295.1,295.1,24.68333333335,3.4333333332999985,110.13333333335001,-130.5333333333
2701506,-9.9577777778,36.7916666667,142,120.3070591241,1369.8550584755,NA,NA,NA,160,141,141,141,167.1,167,167.1,166.4,167.3,24.549999999999997,4.233333333400001,79.25,-89.2333333334
2701605,-9.1169444444,37.6022222222,342,213.8659557073,1343.1580837894,NA,NA,NA,NA,613,613,613,574.3,574,574.3,571.9,574.6,24.60833333335,4.2166666667,61.016666666700004,-31.500000000000007
2701704,-9.4075,36.0736111111,84,46.8653891407,1468.577801922,478.98,421,318,290,291,291,291,226.9,226,206.2,205.3,242.6,24.200000000000003,3.1333333333999995,122.16666666665,-150.4666666667
2701803,-9.4825,37.3772222222,347,181.3953223688,1341.5609853379,NA,NA,NA,NA,86,86,86,113.5,113,113.5,113.1,113.1,24.7333333333,4.399999999999999,59.6333333333,-52.400000000000006
2701902,-9.2552777778,36.2961111111,463,76.5208650535,1456.0113125247,NA,NA,NA,NA,159,159,159,202.1,202,202.1,201.3,172.8,23.1,3.400000000000002,117.86666666664999,-143.4666666667
2702009,-9.6322222222,36.5786111111,280,92.6383308471,1408.0427087393,NA,NA,NA,NA,89,89,89,88.9,88,88.9,88.5,88.5,23.85,3.966666666600002,93.71666666670001,-115.30000000000001
2702108,-8.9088888889,35.725,140,83.7290971616,1529.6796644969,360.63,341,546,471,314,314,314,295.7,295,295.7,294.5,207.9,23.31666666665,2.8333333333000006,127.08333333335,-133.36666666669998
2702207,-9.6383333333,35.8030555556,31,8.0369905126,1482.0367726843,NA,NA,NA,NA,20,20,20,40.4,40,40.4,40.3,39.7,24.6,2.599999999999998,176.93333333335,-200.26666666669996
2702306,-10.1255555556,36.1755555556,16,70.1246348259,1420.5754955994,1038.97,1029,1024,1143,1022,1022,1022,971.4,971,971.4,967.4,918.2,25.2,3.333333333399999,111.2833333333,-127.1
2702355,-9.6180555556,36.7680555556,252,113.4824780735,1390.8575809521,NA,NA,NA,NA,NA,NA,264,276.4,276,276.4,275.3,271.3,24.299999999999997,4.266666666599999,63.73333333335,-75.8666666667
2702405,-9.3886111111,37.9991666667,256,250.4556433129,1290.1197165735,NA,NA,NA,606,606,606,606,609.3,609,609.3,606.8,607.8,25.7416666667,4.150000000000002,45.95,-3.666666666600001
2702504,-9.3925,37.1005555556,245,152.9228030994,1372.6129864861,NA,NA,NA,236,187,187,187,142.3,142,142.3,141.7,140.5,24.7,4.399999999999999,61.650000000000006,-49.9666666666
2702553,-9.3902777778,36.76,0,116.5676657945,1404.596926408,NA,NA,NA,NA,NA,NA,NA,NA,265,265.5,264.4,259.8,23.9,4.199999999999999,74.0333333333,-81
2702603,-9.9002777778,36.6775,220,106.5792881235,1383.9050957291,NA,NA,NA,144,136,136,136,156.6,156,156.6,156,172.7,24.549999999999997,4.233333333400001,79.25,-89.2333333334
2702702,-10.2919444444,36.3061111111,6,93.347991345,1399.4118974322,NA,NA,NA,NA,174,174,174,92.2,92,92.2,91.8,91.8,25.3833333333,3.5,102.88333333335,-113.23333333330001
2702801,-9.1975,35.7808333333,78,52.0412796528,1508.1130016917,NA,NA,NA,634,539,539,539,317.1,317,317.1,315.8,333.2,23.833333333349998,2.6666666666999994,138.0333333333,-159.4
2702900,-9.8841666667,36.8288888889,244,122.3952191832,1370.3018028466,NA,NA,NA,498,500,500,500,504.3,504,504.3,502.2,500.6,24.016666666699997,4.300000000000001,64.2,-70.4
2703007,-8.9725,35.9394444444,505,79.899101104,1505.8161731966,NA,NA,NA,190,231,231,231,255.5,255,255.5,254.5,265.3,22.6,3.0666666665999998,112.78333333329999,-125.5
2703106,-9.5369444444,36.6336111111,240,99.6393941585,1408.1527557247,NA,NA,NA,472,401,491,401,335,335,335,333.6,334.5,24.299999999999997,4.266666666599999,63.73333333335,-75.8666666667
2703205,-10.1252777778,36.6619444444,14,113.6322110198,1373.4009816496,836.95,734,719,432,462,462,462,429.9,429,429.9,428.2,427,25.133333333350002,3.933333333300002,94.30000000000001,-109.00000000000001
2703304,-9.2213888889,37.7486111111,410,226.5130163253,1323.3284793789,NA,NA,NA,NA,202,202,202,375.7,375,375.7,374.2,376.9,24.81666666665,4.233333333299999,64.4,-38.533333333399995
2703403,-9.6355555556,37.2047222222,135,161.3192177355,1348.7037293431,NA,NA,NA,223,139,139,139,142.9,142,142.9,142.3,142.3,25.06666666665,4.5333333333,53.45,-45.7666666666
2703502,-8.8416666667,35.46,74,96.0441442494,1558.5572072469,NA,NA,NA,169,183,183,183,219.9,219,219.9,219,210.4,23.7333333333,2.3999999999999986,134.8,-134.6
2703601,-9.0883333333,35.2583333333,5,82.6117831965,1564.027096075,NA,NA,NA,95,90,90,90,85.9,85,85.9,85.5,85.9,24.200000000000003,2.1999999999999993,130.06666666665,-112.3333333333
2703700,-9.6594444444,37.0019444444,164,139.0247046635,1366.4124167351,NA,NA,NA,NA,122,122,122,104.1,104,104.1,103.7,103.7,24.6,4.400000000000002,54.150000000000006,-51.50000000000001
2703759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351.6,NA,NA,NA,NA
2703809,-9.1333333333,35.7483333333,104,58.9147377159,1514.7826937181,NA,NA,NA,NA,448,448,448,242,242,242,241,298.3,23.6333333333,2.8000000000000007,125.63333333335001,-137.5333333333
2703908,-8.9347222222,35.5736111111,94,82.7920817068,1542.5287915602,NA,NA,NA,178,131,131,131,175.7,175,120.2,119.7,92.2,23.8,2.6000000000000014,127.16666666665,-132.26666666670002
2704005,-9.9252777778,36.4758333333,175,86.1664145568,1401.9324827072,487.47,NA,548,340,443,443,443,221.6,221,221.6,220.7,241.6,24.8166666667,3.6999999999999993,96.46666666665,-117.73333333330001
2704104,-9.8297222222,36.7377777778,283,111.4851501744,1381.9818133279,NA,NA,NA,NA,64,64,64,103.3,103,103.3,102.8,88.5,24.166666666700003,4.199999999999999,66.45,-77.7666666666
2704203,-9.7405555556,36.5027777778,140,84.6313244341,1409.3097609262,1032.47,713,675,604,349,349,349,335.8,335,335.8,334.4,315.8,24.4,3.733333333400001,95.1333333333,-117.4
2704302,-9.6658333333,35.7352777778,16,0,1487.1338214769,366.88,449,717,558,508,508,508,512.8,NA,512.8,510.7,503.1,24.40833333335,2.6166666666999987,165.60833333335,-189.91666666669997
2704401,-9.5322222222,36.985,182,137.9825225609,1375.2852498861,NA,NA,563,355,324,324,324,455.8,455,455.8,453.9,453.9,24.73333333335,4.4666666667,55.550000000000004,-48.966666666600005
2704500,-9.0122222222,35.2225,5,91.6492993858,1571.6297387608,478.42,492,514,328,328,328,328,335,335,335,333.6,334,24.01666666665,2.166666666700003,149.85,-142.5
2704609,-9.2355555556,37.35,362,183.608415889,1358.911064644,NA,NA,NA,360,346,346,346,280.9,280,280.9,279.8,302.1,24.73333333335,4.333333333299997,60.9,-43.666666666599994
2704708,-9.7102777778,35.895,31,18.2052478256,1469.3519089341,268.5,364,379,426,384,384,384,363.3,363,363.3,361.9,331.7,25,2.799999999999997,154.58333333335,-178.0333333333
2704807,-9.5772222222,36.3052777778,157,63.3308730183,1437.123841823,NA,NA,NA,NA,244,244,244,172,172,172,171.3,174.3,24.3166666667,3.5,113.86666666665,-135.8666666667
2704906,-9.4475,36.3880555556,542,75.6271054191,1436.4493075837,NA,NA,NA,NA,112,112,112,91.9,91,91.9,91.6,93.1,23.25,3.700000000000003,134.61666666665,-164.4333333333
2705002,-9.1175,37.7322222222,633,227.577499553,1331.3299642652,1678.01,1742,1906,1847,1032,1032,1032,923.4,923,923.4,919.6,908,24.68333333335,4.055553333300001,56.40000333335,-14.733333333299996
2705101,-9.1516666667,35.5333333333,16,61.0420623017,1534.2494558121,NA,NA,NA,263,253,253,253,329,329,329,327.7,220,24.025,2.516666666599999,133.9,-143.06666666659999
2705200,-9.3833333333,35.8416666667,148,33.3583690681,1492.0569950854,NA,NA,NA,NA,105,105,105,113.3,113,113.3,112.9,113.8,24.2833333333,2.8999999999999986,136.53333333335001,-165.7333333333
2705309,-9.3052777778,36.8647222222,270,130.280091481,1399.7324252641,NA,NA,NA,NA,134,134,134,201.3,167,167.3,166.6,167.6,24.366666666649998,4.333333333300001,58.9333333333,-49.599999999999994
2705408,-9.6027777778,37.2483333333,228,166.2255511006,1346.5149401208,NA,NA,NA,86,66,66,66,86.4,86,86.4,86.1,86.1,25.06666666665,4.5333333333,53.45,-45.7666666666
2705507,-9.3066666667,35.9433333333,82,45.8271619071,1486.575435024,692.23,618,680,575,488,488,488,425.8,425,425.8,424,426.8,23.48333333335,2.9666666667,124.7,-153.4
2705606,-8.915,35.6466666667,146,83.6143392048,1536.7316982399,NA,NA,NA,NA,233,233,233,186.5,186,186.5,185.7,233.4,23.8,2.6000000000000014,127.16666666665,-132.26666666670002
2705705,-9.5361111111,37.2938888889,286,171.6968567955,1346.15135665,NA,NA,NA,100,155,155,155,184.3,184,184.3,183.5,183.4,25.06666666665,4.5333333333,53.45,-45.7666666666
2705804,-9.5019444444,37.8338888889,230,231.0982810107,1298.2282494285,NA,NA,NA,NA,340,340,340,324.1,324,324.1,322.8,322.9,24.48333333335,4.233333333300003,69.95,-51.366666666600004
2705903,-10.0583333333,36.8166666667,118,126.3122392105,1362.0442237758,NA,NA,NA,NA,174,174,174,119,119,119,118.5,118.5,25.333333333299997,4.199999999999999,81.5,-90.6
2706000,-9.5186111111,37.1905555556,231,160.584732252,1356.8201416476,NA,NA,NA,206,205,205,205,173.6,173,173.6,172.9,173,24.85,4.4333333334,61.86666666665,-61.266666666700004
2706109,-9.1666666667,37.3566666667,380,186.445259671,1362.5023837094,NA,NA,NA,NA,159,159,159,205.4,205,205.4,204.6,204.8,24.31666666665,4.233333333299999,60.7166666667,-24.299999999999997
2706208,-9.6719444444,37.3291666667,160,174.9352371298,1334.9344148196,NA,NA,NA,NA,62,62,62,49.1,49,49.1,48.9,48.9,25.15,4.5666666666,49.26666666665,-40.1333333333
2706307,-9.4072222222,36.6275,342,102.0526425327,1416.0888306886,1508.98,1156,1299,810,735,735,735,649.5,462,462.5,460.6,452.7,23.53333333335,3.9333333332999985,113.91666666665,-137.23333333329998
2706406,-9.7483333333,37.4366666667,19,186.9341087053,1320.4420876236,1438.61,1627,1524,665,659,659,659,661.8,661,661.8,659.1,683,25.30833333335,4.516666666700001,46.041666666699996,-29.949999999999996
2706422,-9.2527777778,38.0047222222,0,253.3834292837,1298.1472656106,NA,NA,NA,NA,NA,NA,NA,NA,262,262.7,261.7,258.5,25.68333333335,4.0333333333,41.91666666665,3.0333333333
2706448,-9.465,35.5516666667,0,29.9963410744,1515.5014601974,NA,NA,NA,NA,NA,NA,NA,NA,93,93.1,92.7,93,24.48333333335,2.4333333332999985,143.88333333334998,-157.7666666667
2706505,-9.2383333333,35.4933333333,4,54.2381676947,1533.3258903957,876.88,913,839,594,169,169,169,188,188,188,187.2,244.5,24.1833333333,2.5,138.6,-151
2706604,-9.3661111111,36.3697222222,292,77.1490269285,1442.7672174664,NA,NA,NA,129,114,114,114,108.2,108,108.2,107.7,118.5,23.25,3.700000000000003,134.61666666665,-164.4333333333
2706703,-10.2902777778,36.5863888889,27,116.1040465196,1372.1680733783,608.86,582,603,626,633,633,633,690.7,690,690.8,688,689.2,25.338888333299998,3.61111,102.10556666664999,-114.9444666667
2706802,-10.4055555556,36.4344444444,3,112.1155553815,1381.1704305889,528.9,558,414,418,244,244,244,242.9,242,242.9,242,240,25.6,3.266666666599999,92.30000000000001,-91.2
2706901,-9.5972222222,35.9566666667,13,25.4581432664,1469.4324284835,289.89,381,229,224,186,186,186,221.6,221,221.6,220.7,249.7,24.583333333349998,2.766666666700001,152.51666666665,-180.63333333330002
2707008,-9.4752777778,36.29,310,64.4440178634,1444.214125287,NA,NA,NA,76,86,86,86,83.6,83,83.6,83.2,117.6,23.65,3.4333333334000002,122.48333333335,-143.1666666667
2707107,-9.6236111111,37.7566666667,88,221.9182599519,1297.9913246425,935.81,899,854,887,547,547,547,409.1,409,409.1,407.5,408.1,24.9666666667,4.299999999999997,60.175,-35.4166666666
2707206,-9.3125,37.2855555556,292,174.6652072192,1360.2034814537,NA,NA,NA,423,443,443,443,304.1,304,304.1,302.9,291.9,24.73333333335,4.333333333299997,68.48333333335,-57.633333333299994
2707305,-9.045,35.3983333333,54,78.0080132702,1553.0271982326,742.69,601,568,329,335,335,335,261.3,261,261.3,260.2,307.9,23.7333333333,2.3999999999999986,134.8,-134.6
2707404,-9.1583333333,35.295,22,74.0899007053,1556.6962546907,261.81,278,442,214,189,189,189,267.3,267,267.3,266.2,257.7,24.1,2.3333333334000024,120.8166666667,-116.69999999999999
2707503,-10.1858333333,36.84,10,134.1128242135,1353.0235963244,494.76,510,685,366,428,428,428,237,237,237,236.1,241.9,25.333333333299997,4.199999999999999,81.5,-90.6
2707602,-9.3188888889,36.4711111111,366,89.4509051909,1435.8751897909,435.48,463,514,307,343,343,343,321.3,321,321.3,320,319.8,23.15,3.6333333333999995,129.61666666665,-154.63333333330002
2707701,-9.4783333333,35.8533333333,39,24.455487916,1485.7694146624,NA,356,315,243,213,213,213,310.6,310,310.6,309.4,306.3,24.2833333333,2.8999999999999986,136.53333333335001,-165.7333333333
2707800,-9.8327777778,35.9777777778,32,32.3881436112,1454.907140941,NA,NA,NA,NA,93,93,93,129.8,129,129.8,129.3,129.3,25.21666666665,2.8333333333000006,144.75,-163.3666666666
2707909,-9.6033333333,35.8225,32,11.8087791861,1482.0208644513,336.73,NA,NA,NA,8,8,8,28.7,28,28.7,28.5,29.6,24.6,2.599999999999998,176.93333333335,-200.26666666669996
2708006,-9.3783333333,37.2452777778,250,168.8201375162,1359.9970392476,2162.81,2704,1732,729,517,517,221,439.6,439,439.6,437.8,437.9,24.85,4.4333333334,61.86666666665,-61.266666666700004
2708105,-9.1680555556,36.2222222222,221,76.7572332749,1467.9600797565,NA,NA,NA,219,291,291,291,226.4,226,226.4,225.5,224.8,23.266666666699997,3.1999999999999993,122.88333333335001,-152.0333333333
2708204,-10.1277777778,36.9005555556,25,137.6406188913,1350.2692361143,536.86,NA,556,321,120,120,120,140.6,140,140.6,140,139.9,25.5666666667,4.400000000000002,72.2,-73.8666666666
2708303,-9.0097222222,36.0583333333,256,80.7826466617,1492.4844487354,525.28,381,504,255,299,299,299,273.8,273,273.8,272.7,256.6,22.383333333350002,3.1666666666999994,93.13333333335001,-112.8666666667
2708402,-9.5583333333,37.3811111111,255,181.0560545963,1336.7175183025,NA,NA,NA,667,675,675,675,521.8,521,521.8,519.6,495.1,25.13333333335,4.5333333333,48.2,-38.1333333334
2708501,-9.3183333333,35.5611111111,4,42.9308982318,1522.47794957,805.39,796,833,211,194,194,194,405.7,405,405.7,404,397.2,24.1833333333,2.5,138.6,-151
2708600,-9.7811111111,36.0936111111,12,41.3373677516,1446.4306332706,1428.52,1469,1114,767,537,537,537,660.3,660,660.3,657.6,360.8,24.9500016667,3.211109999999998,123.6722216667,-144.98889
2708709,-9.2655555556,35.3730555556,1,59.5183188611,1543.3932589719,NA,NA,NA,42,78,78,78,65.5,65,65.5,65.2,76.7,24.4,2.3333333334000024,134.26666666665,-137.3333333333
2708808,-9.9336111111,36.5541666667,201,94.5967905405,1393.9506458582,NA,NA,NA,206,116,116,116,307,307,307,305.7,315.1,24.7666666667,4,84.11666666665,-100.5666666667
2708907,-9.5633333333,35.8244444444,6,14.977779202,1483.9695954572,NA,NA,NA,93,47,47,47,42.7,42,42.7,42.6,42.6,24.583333333349998,2.766666666700001,152.51666666665,-180.63333333330002
2708956,-9.4663888889,37.4569444444,352,190.2979213179,1335.1280450708,NA,NA,NA,NA,NA,NA,296,361.2,361,361.2,359.7,342.7,24.875,4.383333333400003,57.2666666667,-44.89999999999999
2709004,-9.5319444444,36.4327777778,212,77.9873660974,1427.4845741813,NA,NA,NA,NA,96,96,96,156.6,156,156.6,156,129.5,23.549999999999997,3.766666666599999,110.25,-135.6333333334
2709103,-9.645,36.4972222222,159,83.6606803993,1415.0841050418,NA,NA,NA,NA,153,153,153,167.2,167,167.2,166.5,166,23.85,3.966666666600002,93.71666666670001,-115.30000000000001
2709152,-9.9052777778,36.3527777778,156,72.741593647,1414.8518987737,NA,NA,NA,NA,NA,NA,NA,299.1,299,299.1,297.9,297.9,24.8166666667,3.6999999999999993,96.46666666665,-117.73333333330001
2709202,-9.9705555556,37.0033333333,10,143.1357910888,1348.9205294397,1386.99,2553,916,585,550,550,550,701.7,701,701.7,698.8,698,24.761111666700003,4.38889,65.394455,-65.8555766666
2709301,-9.1627777778,36.0319444444,155,64.4795193221,1486.2296446098,849.48,718,572,487,326,326,326,429.6,429,429.6,427.8,420.7,22.9833333333,3.1000000000000014,122.69166666665001,-149.4166666667
2709400,-9.3713888889,36.2408333333,210,64.3588406214,1454.6834011164,748.53,555,638,465,221,221,221,324.3,324,356.4,355,343.4,23.65,3.4333333334000002,122.48333333335,-143.1666666667
1300029,-3.2208333333,64.8041666667,75,531.3937390828,2315.799106156,NA,NA,NA,NA,NA,NA,NA,5937.9,5937,5937.9,5911.8,5911.8,26.55686166665,0.3647033332999996,189.14608333335002,112.6960333333
1300060,-3.3641666667,68.1977777778,58,908.8495632037,2614.7480990671,NA,NA,NA,NA,NA,NA,NA,4780.1,4780,4780.1,4759,4758.7,25.67500166665,0.5833366666999993,229.33928333335,100.05476666669998
1300086,-3.5797222222,61.4041666667,28,162.1248848836,2001.9441165028,NA,NA,NA,NA,NA,NA,NA,2464.8,2464,2464.8,2454,2453.9,26.87143,-0.057146666599997786,173.30475,151.9999666666
1300102,-3.7727777778,61.6441666667,120,194.621332178,2006.9691339282,NA,NA,NA,2385,7865,7865,7865,6274.5,6274,6274.5,6247,5795.3,26.671295,-0.0981500000000004,173.0250183333,168.15743
1300144,-7.1972222222,59.8913888889,135,453.1163294306,1613.8992110584,NA,NA,NA,NA,NA,NA,NA,54251,54251,54251,54022.3,54239.9,26.1014316667,-0.03026999999999802,189.18138833335001,298.31655666669997
1300201,-4.3722222222,70.1919444444,65,1138.1345413512,2747.2468036908,NA,NA,NA,73088,71901,71901,71901,76687.1,76687,76687.1,76355.4,76351.9,25.7823,0.7522133334000003,197.7488,154.8702
1300300,-3.5797222222,59.1305555556,36,112.5726174154,1825.3864962948,NA,NA,NA,5477,7685,7685,7685,7632.1,7632,7632.1,7598.5,7599.4,26.88888833335,-0.2476233332999982,174.79445333335002,188.9380933333
1300409,-0.9747222222,62.9241666667,47,399.2036950026,2325.6727563921,89904,74472,122333,122429,122490,122490,122490,123120.9,123120,123120.9,122572.7,122476,26.339655,0.6894633333999991,197.67796666664998,-62.8649333333
1300508,-2.7933333333,57.07,19,330.2973607331,1752.625199165,5230,6131,7577,7678,6608,6608,6608,5749.8,5749,5749.8,5724.4,5750.6,27.0382366667,-0.3039200000000015,181.91667833334998,145.7274433333
1300607,-4.3830555556,70.0311111111,65,1120.5505904729,2731.0090925237,66784,73119,76644,4382,4841,4841,4841,8742.6,8742,8742.6,8704.7,8793.4,25.7406666667,0.6600000000000001,203.15533333335,179.96933333329997
1300631,-3.8983333333,61.3730555556,35,173.7618825471,1975.2955127141,NA,NA,NA,NA,NA,NA,NA,17326.1,17326,17326.1,17250.4,17250.7,26.60248166665,-0.17092333330000287,180.218795,192.49434333340002
1300680,-2.9697222222,57.5902777778,32,271.0594908804,1770.190050464,NA,NA,NA,NA,NA,NA,NA,2598.1,2598,2598.1,2586.7,2586.8,26.90555666665,-0.24444666670000004,178.5222116667,146.83330999999998
1300706,-8.7522222222,67.3977777778,116,1028.0847538642,2256.2714528991,22731,25605,22590,21301,20925,20925,20925,22503.6,22503,22503.6,22410.5,21952.8,25.12354666665,1.531746666700002,154.01270333335,228.54392666669997
1300805,-4.3877777778,59.5938888889,45,150.03639849,1795.1323923657,137580,134157,145068,97517,94733,94733,94733,44452.6,44452,44452.6,44258.8,44251.7,26.56084666665,-0.3079333332999994,183.92315,224.0537
