;coef;value
1043;córrego;0,2193067776155476
1044;córregos;0,18387738708764087
1045;côco;-0,07723974539735216
1046;cômodos;-0,0
1047;cônego;0,010990422730516376
1048;dados;-0,0
1049;dança;0,0
1050;danças;0,0
1051;data;-0,0
1052;datas;-0,04837190708141678
1053;ddd;0,0
1054;debates;0,0
1055;decadência;0,05180226603194109
1056;decisão;0,16266456884697097
1057;decisões;-0,02665666083518616
1058;declínio;0,06065247874488865
1059;decorrência;0,0
1060;decretação;-0,0
1061;decreto;-0,17931194022332841
1062;decretos;-0,1286523691827085
1063;decurso;-0,06398104821294345
1064;decênio;-0,0
1065;dedicação;0,10934428505688956
1066;defensor;-0,023979881057746517
1067;defesa;0,1301608436115451
1068;deficiência;-0,0633484840063701
1069;definição;0,07984967846874645
1070;delegacia;0,0
1071;delegado;-0,0667781229186404
1072;delimitação;-0,0
1073;demanda;-0,06480617985491408
1074;demarcação;0,0
1075;demarcações;-0,0
1076;demonstração;-0,0
1077;demora;0,0
1078;denominações;0,0187734132967078
1079;densidade;0,0
1080;dentista;0,0
1081;dependentes;-0,0
1082;dependência;-0,004032117198655581
1083;dependências;0,029845615844805554
1084;depoimento;-0,026147176169397317
1085;depoimentos;0,0
1086;depressão;-0,0
1087;deputado;0,11899084429147838
1088;deputados;0,08855373111589387
1089;depósito;0,0
1090;depósitos;-0,29135147682769724
1091;derivados;0,0
1092;derivação;0,03292783920175019
1093;derredor;0,0
1094;derrota;-0,0
1095;desafio;0,0
1096;desafios;0,0
1097;desaparecimento;0,03733062373550134
1098;desapropriação;0,0
1099;desastre;-0,0
1100;desativação;-0,0
1101;desavenças;0,0
1102;desbravador;0,02038779550660967
1103;desbravadores;0,08906852321654887
1104;desbravamento;0,0
1105;desbravá;0,0
1106;descanso;0,07052219198470507
1107;descendentes;0,00968170166357047
1108;descendência;0,017595600842460327
1109;descida;0,011929885838344817
1110;descobertas;0,06551926347356528
1111;descobridor;-0,002058310886578208
1112;descobridores;0,023879363798419758
1113;descobrimento;0,06153778446209495
1114;descobrimentos;0,1733659992105093
1115;descontentamento;0,20595110092812766
1116;descrição;0,0
1117;desdobramento;-0,0
1118;desejo;0,08086572639295266
1119;desejos;0,0
1120;desembargador;0,137009705963318
1121;desembarque;-0,0
1122;desembocadura;0,0
1123;desempenho;-0,07885125113503341
1124;desemprego;0,0
1125;desenho;-0,0
1126;desenhos;-0,0
1127;desentendimento;-0,0
1128;desentendimentos;-0,0
1129;deserto;0,0
1130;desertor;0,0
1131;designativo;-0,008062529700715073
1132;designação;-0,01105457564193247
1133;desligamento;0,08333222999315494
1134;deslocamento;0,0
1135;desmatamento;0,0977717437165493
1136;desmembramento;-0,13079146781958273
1137;desmembramentos;-0,07961276106418531
1138;despacho;-0,0
1139;despesas;0,0035094546834335155
1140;destacamento;-0,0
1141;destaque;-0,17654548244844323
1142;destaques;0,0
1143;destilaria;-0,0
1144;destino;0,051018063520966855
1145;destinos;0,141554574190017
1146;destruição;-0,0
1147;desvio;0,0
1148;detalhes;-0,04603259321628825
1149;detentora;-0,0
1150;determinação;0,18880108124535644
1151;determinações;0,0
1152;deus;0,011268128924256642
1153;devassadores;-0,0
1154;devassamento;-0,0889987445992345
1155;devastação;-0,0
1156;devolutos;0,0
1157;devoto;0,24294781295982854
1158;devotos;0,38461967515866946
1159;devoção;-0,13458326941940413
1160;dez;0,0
1161;dezenas;0,21775017062147306
1162;dialeto;0,02837042858873441
1163;diamante;0,10887928810374564
1164;diamantes;0,22237459654901218
1165;diamantíferas;0,060095860944878524
1166;dias;-0,07657387225223238
1167;diesel;0,0
1168;diferença;-0,0
1169;dificuldade;-0,15996831570282982
1170;dificuldades;0,27372294751156684
1171;diligências;0,0
1172;dimensão;0,0
1173;dimensões;-0,0
1174;diminuição;0,0
1175;diminutivo;0,049366933175351006
1176;dinamismo;-0,07157309346867916
1177;dinheiro;0,0
1178;dinâmica;-0,0
1179;diocese;0,0
1180;diploma;-0,0674927431402282
1181;diplomata;-0,040752603504450625
1182;direita;-0,016425997653574578
1183;direito;-0,0
1184;direitos;0,04652055756761668
1185;direto;-0,0
1186;diretor;0,09849370213819332
1187;diretora;0,0
1188;diretores;0,049426051112507224
1189;diretoria;-0,0
1190;direção;0,03241239529892909
1191;direções;0,06301507800790115
1192;dirigentes;0,10521561357359144
1193;discurso;0,05705406667817155
1194;discussão;0,40372889741789586
1195;discussões;0,17952334386575602
1196;dispersão;0,0
1197;disponibilidade;0,0
1198;disposição;-0,0
1199;disposições;-0,0033299254266329742
1200;disputa;0,3016183892602778
1201;disputas;-0,034891641290270024
1202;distribuição;0,08884184692898124
1203;distrito;0,1283468763920629
1204;distritos;-0,056073610733340454
1205;distância;0,12529347522976023
1206;distâncias;-0,06770845238599946
1207;divergência;-0,0
1208;divergências;0,0
1209;diversidade;0,15292165928549917
1210;diversificação;0,0
1211;diversões;0,0056922926799381724
1212;divisa;0,3606769939496643
1213;divisas;0,1593257534792554
1214;divisor;0,0
1215;divisória;0,0
1216;divisões;0,0
1217;divulgação;-0,0
1218;dizeres;0,0
1219;diário;-0,0
1220;diâmetro;0,0
1221;dnocs;-0,19309937860760534
1222;doador;0,014395803574603147
1223;doadora;0,08017591587656014
1224;doadores;-0,0
1225;doação;-0,012672824525186172
1226;doações;0,0
1227;doces;-0,0
1228;documentação;0,0
1229;documento;0,0
1230;documentos;0,0
1231;doentes;0,0
1232;doença;-0,10486964780848758
1233;doenças;0,0
1234;doi;0,0
1235;dois;-0,08014451306492933
1236;dom;0,024831724554017193
1237;domicílios;-0,0
1238;dominação;0,030704883211690157
1239;domingo;0,02465821856595278
1240;domingos;-0,0
1241;dominical;-0,0
1242;domínio;-0,08531558953965908
1243;domínios;-0,27014553379250206
1244;dona;0,0
1245;donativos;0,1455116832500282
1246;donatário;0,0
1247;donatários;-0,02141355622793708
1248;dono;-0,0784448875835385
1249;donos;0,014239008636733918
1250;dormentes;-0,07099956781464449
1251;dote;0,18378113030165902
1252;dourado;0,32557908383351924
1253;doutor;-0,0
1254;drenagem;0,0798426650088566
1255;duas;-0,00974038608488334
1256;dunas;-0,0
1257;dupla;-0,0
1258;duplicidade;-0,0018851810616287617
1259;duração;-0,17875310729557253
1260;duzentas;-0,0
1261;duzentos;0,0
1262;décadas;0,08018686128956969
1263;décima;0,0
1264;dívida;0,0
1265;dívidas;0,008517441156625952
1266;dúvida;0,0
1267;dúvidas;0,0
1268;eclosão;0,057349332353183353
1269;economia;0,48028085669490067
1270;ecoturismo;-0,0
1271;edificação;-0,0
1272;edificações;0,0
1273;edifício;0,0
1274;edifícios;0,14616838756191394
1275;edição;0,0
1276;educação;0,0
1277;efcb;0,0
1278;efeito;0,007595584398508327
1279;efeitos;0,0
1280;efetivação;-0,0031680105647967183
1281;eixo;-0,19222599389562847
1282;elaboração;0,08485523849575628
1283;eleitores;0,0
1284;eleição;0,03899285024706333
1285;eleições;0,13499652131328332
1286;elemento;-0,15827675931404064
1287;elementos;0,0014002998404380582
1288;eletricidade;0,0
1289;eletrificação;0,0
1290;elevação;0,11449668726271156
1291;elevações;0,0
1292;elite;0,037544424102184185
1293;elo;0,048489899859922775
1294;embarcação;0,0
1295;embarcações;-0,0
1296;embarque;-0,17811252677538025
1297;embocadura;-0,0
1298;embrião;0,0
1299;emenda;-0,10500067402656826
1300;emergência;0,0
1301;emigrantes;-0,0
1302;emigração;-0,010432881113725588
1303;emissários;0,0
1304;empenho;-0,0
1305;empobrecimento;-0,0
1306;empreendedor;0,0
1307;empreendedores;0,023218261251647058
1308;empreendimento;0,0
1309;empreendimentos;0,0
1310;empregados;0,0
1311;emprego;0,09550238076739309
1312;empregos;-0,0
1313;empreitada;0,0
1314;empreiteiro;-0,0
1315;empresa;0,5129786153785212
1316;empresas;0,0
1317;empresário;0,0486168952521837
1318;empresários;0,0
1319;empréstimo;0,0
1320;empório;0,0
1321;encantos;0,0
1322;encargo;-0,0
1323;enchente;-0,044186669935073274
1324;enchentes;-0,004416883614913383
1325;enchimento;-0,0
1326;encontro;0,24010972430226765
1327;encontros;-0,0
1328;encostas;0,0
1329;encruzilhada;0,0
1330;energia;0,20836562441565212
1331;engenharia;0,0
1332;engenheiro;0,06336230872290048
1333;engenheiros;0,0
1334;engenho;-0,31066343831571747
1335;engenhos;0,040656533668281335
1336;engorda;0,0
1337;enriquecimento;-0,0
1338;ense;0,016512004019947547
1339;enseada;0,3122995416568606
1340;ensinamentos;-0,0
1341;ensino;-0,0
1342;entardecer;0,0
1343;entendimento;0,0932003713290955
1344;entendimentos;0,0
1345;entidade;0,1580258302659419
1346;entidades;0,0
1347;entorno;0,0
1348;entrada;0,0
1349;entradas;0,0
1350;entrega;-0,003372985929012426
1351;entreposto;0,16708351756825324
1352;entrepostos;0,04091453865162632
1353;entroncamento;0,016690833906182583
1354;entrância;0,0
1355;entusiasmo;-0,0
1356;enxadas;-0,0
1357;enxaimel;0,060964793805860354
1358;epidemia;-0,06172952360207521
1359;epidemias;0,012057531062574876
1360;episódio;-0,024696646365243487
1361;episódios;0,0961480999435985
1362;equinos;-0,0
1363;equipamentos;0,0
1364;equipe;0,00757485713875424
1365;eqüinos;0,0
1366;ereção;-0,10678190124888937
1367;ermida;0,04788107121197879
1368;erro;0,10154386097580832
1369;erva;0,46718250275676976
1370;ervais;0,09227700059825297
1371;ervas;0,0
1372;escala;0,0
1373;escambo;0,0
1374;escaramuças;0,07136284630326951
1375;escassez;0,0
1376;escavações;-0,0
1377;escoadouro;0,0
1378;escoamento;0,23937148703311423
1379;escola;0,35010991336088426
1380;escolas;-0,048606910161311176
1381;escolha;0,28255351677731283
1382;escolinha;-0,0
1383;escombros;-0,0
1384;esconderijo;0,0007069749607608775
1385;escrava;0,11530715415127733
1386;escravatura;0,0
1387;escravidão;0,0769781244741806
1388;escravo;0,0
1389;escravos;0,12914691265498732
1390;escritor;-0,2705467360914964
1391;escritura;0,006480921172157545
1392;escrituras;-0,012061627273326206
1393;escritório;0,04529072591234727
1394;escritórios;0,0
1395;escrivão;-0,0
1396;escudo;0,1558455624206675
1397;esferas;0,0
1398;esforço;-0,014996772271014324
1399;esforços;0,15879238879723337
1400;esgotamento;0,0508754586748488
1401;esgoto;-0,0
1402;eslavos;-0,0
1403;esmeraldas;-0,0
1404;espanhol;0,23462967649004948
1405;espanhóis;0,3967341926447198
1406;espaço;0,06961067895416206
1407;espaços;0,0
1408;espera;-0,0
1409;esperança;0,14466149012682403
1410;espetáculos;0,0
1411;espigão;0,0
1412;espigões;0,12884274128853843
1413;espinhos;-0,0
1414;esplendor;-0,0
1415;esporte;0,0
1416;esportes;-0,0021979001236923337
1417;esposa;0,17315849199708597
1418;esposas;-0,0
1419;esposo;0,0
1420;espécie;-0,26886272654904003
1421;espécies;-0,0
1422;espécimes;-0,0
1423;espírito;-0,02313269523011337
1424;esquadra;0,0
1425;esquadrias;0,0
1426;esquerda;0,04648974054203035
1427;esquina;0,05367437980583413
1428;essência;0,0
1429;estabelecimento;-0,0
1430;estabelecimentos;0,0
1431;estabilidade;0,0
1432;estadia;0,05456940879003318
1433;estadista;0,039149719170501966
1434;estado;-0,09552736982510929
1435;estados;0,15251423526971933
1436;estagnação;-0,0
1437;estalagem;0,06437192273776227
1438;estaleiro;0,057595826416011596
1439;estaleiros;-0,0
1440;estancieiros;0,1286857830015913
1441;estação;0,1365777801178317
1442;estações;-0,0
1443;esteio;0,009848178970881393
1444;esteios;0,029386953539898404
1445;esteira;-0,0
1446;estiagem;-0,2943082042213102
1447;estiagens;-0,007139894064653416
1448;estilo;0,0
1449;estrada;-0,04657702206826228
1450;estradas;0,15119894824084512
1451;estrangeiro;0,0
1452;estratégia;-0,0
1453;estratégias;0,04827548297286307
1454;estrela;0,03513892702579815
1455;estrutura;0,5135118728150815
1456;estruturas;-0,0
1457;estruturação;0,0
1458;estudantes;-0,0
1459;estudioso;-0,0
1460;estudiosos;0,0974602198706799
1461;estudo;0,02511580191168548
1462;estudos;0,4650882872009778
1463;estuário;0,0
1464;estátua;-0,0
1465;estância;0,2504433461437382
1466;estâncias;0,16926199256654556
1467;estímulo;-0,0774300749011573
1468;esvaziamento;0,0
1469;etapa;0,06286839468165357
1470;etapas;0,08989382319198261
1471;etimologia;-0,09432468355835255
1472;etnia;0,08362397073428744
1473;etnias;0,08732703773616135
1474;eua;-0,0
1475;eucalipto;0,0
1476;eucaliptos;-0,11064698969587129
1477;euforia;-0,0
1478;evangelização;-0,0
1479;evangélicos;0,11093253804348846
1480;evasão;0,0
1481;evento;0,0
1482;eventos;0,0
1483;evidência;0,0
1484;evidências;0,0
1485;evolução;-0,12779288299422753
1486;exatidão;-0,01627024061627886
1487;exaustão;0,02871982037822925
1488;excedente;0,02623795484910061
1489;excelência;-0,0
1490;excesso;0,0
1491;exceção;0,0
1492;exclamação;0,0
1493;executivo;0,0
1494;execução;0,2106945114695966
1495;exemplares;-0,0
1496;exemplo;-0,02116690534452647
1497;exemplos;0,0
1498;exercício;-0,0041994484226462745
1499;exigência;0,0
1500;exigências;-0,0
1501;existência;-0,15629004819476203
1502;expansão;0,5140263973648906
1503;expectativa;-0,025698152168521518
1504;expedição;0,373405817110336
1505;expedições;0,41712773199176345
1506;expensas;-0,0
1507;experiência;-0,05215218630657972
1508;experiências;0,20457258199067296
1509;explicação;-0,0
1510;explorador;-0,14266612400148868
1511;exploradores;-0,15865377070810546
1512;exploração;-0,0
1513;explorações;-0,0
1514;explosão;-0,2050727279349577
1515;exportador;0,0
1516;exportadores;0,0
1517;exportação;-0,18297979511369108
1518;exportações;0,05218666270272668
1519;exposição;0,0
1520;exposições;0,0
1521;expressão;-0,015451660231971085
1522;expressões;0,02136425746424448
1523;expulsão;-0,04229129255651035
1524;extensão;0,22059774484122444
1525;extensões;0,19301915097441869
1526;exterior;-0,0
1527;extermínio;0,00924782867825923
1528;extinção;-0,09005381164488277
1529;extrativismo;-0,0904536172745174
1530;extração;-0,024824436384832945
1531;extremidade;-0,07446431853687811
1532;exuberância;0,14069648409072016
1533;exército;0,1308785472431211
1534;fabricantes;0,0
1535;fabricação;-0,04332513741187224
1536;fabrico;-0,0
1537;face;-0,029433223938809934
1538;fachada;-0,0
1539;facilidade;-0,11783723805026859
1540;facilidades;0,0
1541;facão;-0,0
1542;faiscadores;-0,0
1543;faixa;0,0018599041143555774
1544;faixas;0,006779792355035361
1545;falecimento;-0,1837859098320419
1546;falta;-0,07869402035386316
1547;falência;-0,0
1548;fama;0,0
1549;familia;-0,073871789725675
1550;familiares;-0,1096784598934347
1551;familias;-0,0
1552;família;-0,07696938698353663
1553;famílias;0,44448002193971015
1554;farinha;-0,03868927791246103
1555;farmacêutico;-0,22139451925317127
1556;farmacêuticos;0,007537696630557566
1557;farmácia;0,052165222064066756
1558;farmácias;-0,0
1559;fartura;-0,36259220065953907
1560;fase;-0,027947344169573753
1561;fases;-0,0
1562;fato;-0,008742288271180308
1563;fator;-0,1457656135105524
1564;fatores;0,0
1565;fatos;0,3240454500084388
1566;fauna;0,027005936671049446
1567;favor;0,0
1568;fazenda;-0,24863701501057056
1569;fazendas;-0,06833103502770775
1570;fazendeira;-0,0
1571;fazendeiro;-0,07032949786420824
1572;fazendeiros;0,26708189568874025
1573;febre;-0,04569177649181886
1574;febres;-0,0
1575;fechamento;-0,0
1576;fecundidade;0,0
1577;feijão;-0,006755982359440486
1578;feira;-1,0918736418695685
1579;feirantes;-0,003921309423515654
1580;feiras;-0,0
1581;feitoria;-0,0
1582;felicidade;0,0
1583;feminino;0,08698676259817796
1584;fenômeno;-0,020359992095029145
1585;fepasa;0,0990945715983686
1586;feriado;0,0
1587;ferramentas;0,0
1588;ferraria;0,0
1589;ferrarias;0,01906322114605134
1590;ferreiros;0,0
1591;ferro;0,20671600311631005
1592;ferrovia;0,11110444514013094
1593;ferrovias;0,017699946356826503
1594;ferroviária;-0,06701917778679116
1595;ferroviários;0,11420529343497841
1596;fertilidade;-0,38812156929542696
1597;fertilíssimas;-0,0
1598;festa;-0,363701771539621
1599;festas;-0,06294374747389846
1600;festejo;-0,0
1601;festejos;-0,030138860149361346
1602;festividade;-0,0615600164072002
1603;festividades;-0,3968458358805426
1604;fevereiro;0,3737522903853485
1605;fibra;-0,03695935986161684
1606;fidalgo;-0,020246338358181265
1607;fieis;-0,006040459245478107
1608;figueira;0,03063856507773541
1609;figura;-0,0003135262287710413
1610;figuras;0,10990512608251836
1611;filha;-0,058981507195071094
1612;filhas;-0,10479139472191572
1613;filho;-0,2538968973217871
1614;filhos;-0,16691924003189795
1615;filial;-0,0
1616;fim;0,13175127459354585
1617;finais;-0,09435177198607683
1618;finalidade;-0,032202611943767334
1619;financeira;-0,0
1620;financeiro;0,11373143401843995
1621;fins;0,021327187163028526
1622;fio;0,11707932877929329
1623;fios;0,0
1624;firmas;0,0
1625;fiscais;0,0
1626;fiscalização;-0,0
1627;fisionomia;0,0
1628;fito;-0,0
1629;fixação;-0,06350893629132748
1630;flagelados;-0,26304653504023756
1631;flagelo;-0,0
1632;flecha;-0,0
1633;flechas;0,005459378267609511
1634;flor;0,06653953449492205
1635;flora;0,2327528484519006
1636;flores;-0,0
1637;florescimento;0,0
1638;floresta;0,09196356886805974
1639;florestas;0,08318855264722136
1640;fluxo;0,4287156443247655
1641;fluxos;-0,0
1642;foco;0,0
1643;focos;-0,0
1644;fogo;0,014740975146918075
1645;fogos;-0,021851530591718116
1646;fogueiras;-0,0
1647;foice;-0,0
1648;folclore;0,0
1649;folguedos;0,02818421693538814
1650;folha;-0,0
1651;folhas;0,22803613653445226
1652;fome;-0,0
1653;fonte;-0,0891581507331292
1654;fontes;-0,3118622975739561
1655;forasteiro;-0,012964335448584677
1656;forasteiros;0,0
1657;forma;0,17962318646650197
1658;formadores;-0,07248408634893168
1659;formas;-0,0
1660;formato;-0,0
1661;formação;0,15487502746249254
1662;formações;0,0
1663;formiga;-0,004026642952654364
1664;fornecimento;-0,08400771004060514
1665;forno;-0,0
1666;foro;0,04447381892783467
1667;foros;-0,14642452664168779
1668;fortalecimento;0,00995213134823315
1669;fortaleza;-0,0
1670;fortificação;-0,0
1671;fortim;0,0
1672;fortuna;0,0199535417193505
1673;força;-0,07062953183399875
1674;forças;0,15570066183245762
1675;foz;0,06406666407165741
1676;fracasso;-0,08342721139712368
1677;frade;-0,0
1678;frades;0,0
1679;fraldas;-0,0
1680;franceses;-0,07280762520633033
1681;franciscanos;-0,13671465399023836
1682;francisco;-0,0
1683;francês;0,2002971748241533
1684;frangos;0,0
1685;frase;0,10235879384985631
1686;fraternidade;-0,0
1687;freguesia;0,014228451787100676
1688;freguesias;0,16533581940660688
1689;frei;-0,23260887081700593
1690;freiras;0,0
1691;frentes;-0,0
1692;frequência;-0,0
1693;freqüência;-0,0
1694;frias;0,0
1695;frigorífico;-0,0
1696;frio;0,0
1697;fronteira;0,05326760463472519
1698;fronteiras;-0,0
1699;frota;-0,0
1700;fruta;-0,2600712487064777
1701;frutas;-0,0
1702;fruticultura;-0,0
1703;fruto;0,01983149109110007
1704;frutos;-0,019702630320207776
1705;frutíferas;-0,0
1706;fubá;0,0
1707;fuga;0,0
1708;fugitivos;-0,14973618121673127
1709;fumaça;0,12286679988880216
1710;fumo;-0,25058688599124607
1711;funcionamento;0,008314523227624875
1712;funcionário;0,0
1713;funcionários;0,14867913329493712
1714;fundador;0,08411728888755085
1715;fundadora;-0,002190645842279552
1716;fundadoras;0,0
1717;fundadores;0,012977373917342857
1718;fundamento;-0,0
1719;fundamentos;-0,08383555490257634
1720;fundação;0,5784488254499155
1721;fundição;0,0
1722;fundo;-0,0
1723;fundos;0,06165445180456527
1724;função;0,30032877437661504
1725;funções;0,24898413016063412
1726;furo;-0,1282609600339901
1727;fusão;0,062051210286362866
1728;futebol;-0,027318837462185528
1729;futuro;0,050613232811087476
1730;fábrica;0,06298157171434601
1731;fábricas;0,0
1732;férias;0,04105149264175352
1733;física;-0,0115466424764252
1734;físico;0,0
1735;físicos;-0,03452603245823883
1736;fôrça;0,0
1737;gado;-0,3122124274560529
1738;gados;-0,010081708752685136
1739;galhos;-0,0
1740;galinhas;-0,0
1741;galpão;-0,07409536185300003
1742;galpões;-0,0
1743;gamelas;0,0
1744;gameleira;0,0
1745;ganância;0,0
1746;garantia;-0,0
1747;garganta;-0,0
1748;garimpagem;-0,0
1749;garimpeiras;0,0
1750;garimpeiro;0,051108551664096155
1751;garimpeiros;0,0
1752;garimpo;-0,1535651405759355
1753;garimpos;0,17251789800389977
1754;garoto;0,0
1755;gasolina;0,0
1756;gastronomia;0,12896436581408774
1757;gaúchos;0,4757743414464005
1758;geada;-0,0
1759;geadas;0,12454041029375498
1760;gemas;-0,0
1761;general;0,0
1762;genro;-0,0
1763;genros;-0,16586716474936516
1764;gente;0,05469541045089867
1765;gentilico;0,010550495289228476
1766;gentio;-0,0
1767;gentios;-0,04546603571721757
1768;gentílico;0,0
1769;gentílicos;-0,0
1770;geografia;0,0
1771;gerador;-0,0
1772;geral;0,07774680826942848
1773;geração;-0,09865174719727235
1774;gerações;-0,012467123067527562
1775;gerente;0,0
1776;gerência;0,0
1777;gesto;-0,0
1778;gestão;-0,04907108445420527
1779;geógrafo;-0,0
1780;geólogo;0,0
1781;ginásio;-0,0
1782;gleba;0,6420932235735
1783;glebas;0,05824236242415198
1784;glória;0,04326516992308203
1785;goiaba;0,0
1786;golpe;-0,0
1787;gomes;0,0
1788;gosto;-0,06391081282376736
1789;governador;0,01974151160883629
1790;governante;-0,0
1791;governantes;0,0
1792;governo;0,28529339385401203
1793;governos;0,0
1794;grafia;-0,0
1795;gramíneas;0,0
1796;grandense;0,02207103757100355
1797;grandenses;0,0
1798;grandeza;-0,0
1799;granito;-0,017986831784093587
1800;gratidão;-0,0
1801;grau;0,0
1802;graus;-0,0
1803;graça;0,043268020285936196
1804;grego;-0,0
1805;grileiros;-0,15184483590441353
1806;grossense;0,4391361229435427
1807;grossenses;0,01997405012564835
1808;grupo;0,2596621855059824
1809;grupos;0,3234043558862519
1810;gruta;0,023112028114383436
1811;grutas;0,1152399884813518
1812;grãos;0,1853568232495604
1813;guarani;0,4494333285918716
1814;guarany;-0,0
1815;guarda;0,08297942371448551
1816;guarnição;0,0
1817;guará;0,06477422761564804
1818;guerra;0,0
1819;guerras;0,1779260718166175
1820;guerreiro;-0,0
1821;guerreiros;-0,0
1822;guia;-0,07760847984408877
1823;gás;-0,0
1824;gênero;-0,2051475569773487
1825;gêneros;-0,3096045711804733
1826;hab;-0,24615871844452117
1827;habilidade;-0,0
1828;habitante;-0,15403257293885936
1829;habitantes;-0,17532073511870214
1830;habitat;-0,0
1831;habitação;0,0
1832;habitações;0,15171182212774348
1833;harmonia;0,027736151520340608
1834;haveres;-0,0
1835;hectare;0,0823087985197594
1836;hectares;0,5077951670235014
1837;hegemonia;-0,0
1838;herança;0,13036634050969462
1839;heranças;0,0
1840;herdeira;0,0
1841;herdeiro;0,0
1842;herdeiros;-0,18239123302827423
1843;herói;-0,0
1844;heróis;0,0
1845;hidrelétrica;0,15141825448948532
1846;hidroelétrica;0,01505804723406953
1847;hidrografia;-0,0
1848;hidráulica;-0,00034548137610089454
1849;higiene;-0,0
1850;hino;0,0
1851;hipótese;0,0
1852;hipóteses;0,050787780292795494
1853;historia;-0,04664489055799781
1854;historiador;-0,07788841664121185
1855;historiadores;-0,08500184822370004
1856;histórias;0,0
1857;holandeses;0,04994587824126947
1858;holandês;0,1680167498593284
1859;homenagens;-0,0
1860;homens;-0,015137885500976897
1861;honra;-0,11849352059114227
1862;honras;-0,0
1863;hora;-0,046972283177323625
1864;horas;-0,0
1865;horizonte;0,07469608123475525
1866;horizontes;-0,0
1867;horta;0,0
1868;hortaliças;0,0
1869;hortelã;0,012019637736523349
1870;hortifrutigranjeiros;-0,0
1871;hortigranjeiros;0,0
1872;horário;-0,013737797515268723
1873;hospedagem;0,052020689982087226
1874;hospedaria;0,043370948939380274
1875;hospitais;-0,0
1876;hospital;0,0
1877;hospitalidade;0,0
1878;hostilidade;0,0
1879;hostilidades;0,0
1880;hotel;0,07670626006737234
1881;hotéis;0,07101728470888416
1882;humano;-0,0665790626380241
1883;humanos;0,05250559442739644
1884;hábito;0,0
1885;hábitos;0,11781798639000184
1886;ibge;-0,0
1887;ibra;0,0
1888;icms;0,0036268623354449095
1889;ida;0,03965584556561229
1890;idade;-0,22656304089031906
1891;idealizador;0,21134330718317537
1892;idealizadores;0,0
1893;ideia;-0,0
1894;ideias;0,004459802552239482
1895;identidade;-0,0
1896;identificação;0,05602310262197969
1897;idh;0,0
1898;idioma;-0,0
1899;idéia;0,0
1900;idéias;-0,11614236433315867
1901;igarapé;-0,14653931455929198
1902;igarapés;-0,21281473221121155
1903;igreja;0,0033625442921394514
1904;igrejas;0,11431191598360943
1905;igrejinha;-0,004333889465375655
1906;iii;0,0987696286080856
1907;ilha;0,3952791354184671
1908;ilhas;0,0
1909;iluminação;0,09962630728490994
1910;imagem;-0,20265419079002686
1911;imagens;-0,0
1912;imediações;0,26177036086240596
1913;imigracao;0,0
1914;imobiliária;0,05989695545452417
1915;imobiliárias;0,004828557977383557
1916;impacto;-0,0
1917;impasse;0,0010701788429043496
1918;imperador;0,3311322421647001
1919;imperatriz;0,0
1920;implantação;-0,0
1921;implementação;-0,0
1922;implementos;0,0
1923;imponência;0,0
1924;importância;-0,019865054992911458
1925;imposição;-0,0
1926;impossibilidade;0,0
1927;imposto;0,11078880378913007
1928;impostos;-0,13688379868426342
1929;imprensa;-0,0
1930;impressão;-0,01686356652585185
1931;impulso;0,15432592494005853
1932;império;0,13734834634485107
1933;imóveis;0,008487247287954535
1934;imóvel;-0,0
1935;inauguração;0,27628212719870837
1936;incentivador;-0,11904408240215306
1937;incentivadores;0,008857894586502749
1938;incentivo;0,16181644294625472
1939;incentivos;-0,0
1940;incidente;0,0
1941;incidência;-0,11531947779035472
1942;inclusão;-0,0
1943;incorporação;-0,08320872567386771
1944;incra;-0,20691419300283592
1945;incremento;-0,0
1946;incumbência;-0,0
1947;incursão;0,0
1948;incursões;0,0022736675806892697
1949;incêndio;0,0
1950;independência;-0,323903712267119
1951;indicação;0,10985659589832497
1952;indios;-0,26985862933526666
1953;indivíduo;0,0
1954;indivíduos;0,0
1955;industria;-0,0
1956;indícios;0,144797317529117
1957;inexistência;-0,10754204613491183
1958;infantaria;-0,1073424516878328
1959;infinidade;-0,012396464356675768
1960;influência;-0,038069495690946455
1961;influências;0,367412474150028
1962;informação;0,015329721513196792
1963;informações;0,0
1964;informes;-0,0
1965;infra;0,34253509207123184
1966;infraestrutura;0,00775197680689669
1967;infância;0,0
1968;ingentes;0,0
1969;ingleses;0,18136154714715624
1970;inglês;0,13560364778612513
1971;iniciais;0,19982096228873858
1972;iniciativa;0,1767998549695329
1973;iniciativas;0,24794469446219503
1974;inicio;-0,11690545262898054
1975;inimigo;0,03667546895465806
1976;inimigos;-0,0
1977;inovação;-0,13384319939120468
1978;inovações;-0,0
1979;insatisfação;0,0
1980;inscrição;-0,0
1981;inscrições;-0,08387729260649562
1982;insetos;0,0
1983;inspetor;0,08062308858471227
1984;inspiração;-0,06980748351357786
1985;instalações;0,0
1986;instituição;0,0
1987;instituições;-0,0
1988;instrumento;0,049464750869401476
1989;instrumentos;-0,0
1990;instrução;-0,09919908267728698
1991;insumos;-0,0
1992;integrante;-0,11512714749662031
1993;integrantes;0,060702605789119755
1994;integração;-0,0
1995;intelectuais;-0,0
1996;intelectual;-0,0
1997;inteligência;-0,0
1998;intendente;0,10316563221124792
1999;intendência;-0,05897608535888631
2000;intensidade;-0,0658579777109613
2001;intensificação;-0,027022146795314922
2002;intento;0,0
2003;intenção;0,22433094451031677
2004;intercâmbio;0,0
2005;interesse;0,0
